"Home","Away","Age Group","Gender","Field"
"TAPK Takoma Revolution Blue U11 Boys NCSL","SDor Barca '07 Elite U11 Boys NCSL","U11","Boys","Fairland Center"
"TAPK Takoma Dreamers Napoly U11 Boys NCSL","MCLN 2007 Boys Silver U11 Boys NCSL","U11","Boys","Fairland Center"
"TAPK Takoma Friends United U15 Boys NCSL","BSC Heat U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma United Black 06 U12 Boys NCSL","RUSH Academy Blue 06B U12 Boys NCSL","U12","Boys","Fairland Center"
"TAPK Takoma Titans U15 Boys NCSL","CPSA CSC Comets 03B U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Marvels U12 Girls NCSL","BETH Academy Green 06 U12 Girls NCSL","U12","Girls","Fairland Center"
"TAPK Takoma Ambush U18 Boys NCSL","ASA Wolves 99 (NB9940) U18 Boys NCSL","U18","Boys","Montgomery Blair HS"
"TAPK Takoma Revolution Blue U11 Boys NCSL","TAFC Team America Spartans 2007 white U11 Boys NCSL","U11","Boys","William Tyler Page ES #1"
"TAPK Takoma Marvels U12 Girls NCSL","VSA 06G Pre Academy NCSL U12 Girls NCSL","U12","Girls","Fairland Center"
"TAPK Takoma Pink Panthers U11 Girls NCSL","CYA 07G Gold U11 Girls NCSL","U11","Girls","Fairland Center"
"TAPK Takoma Galaxy U13 Boys NCSL","DCST White Metros U13 Boys NCSL","U13","Boys","Montgomery Blair HS"
"TAPK Takoma Diablos U18 Boys NCSL","SDor BFC Barca '00 Premier U18 Boys NCSL","U18","Boys","Montgomery Blair HS"
"TAPK Takoma Revolution White U11 Boys NCSL","LAUR Lions White U11 Boys NCSL","U11","Boys","Fairland Center"
"TAPK Takoma Dreamers Napoly U11 Boys NCSL","ABGC Annandale United FC U11 Boys NCSL","U11","Boys","William Tyler Page ES #1"
"TAPK Takoma Dreamers Juventus U12 Boys NCSL","REST 06 Blue U12 Boys NCSL","U12","Boys","Fairland Center"
"TAPK Takoma Ambush U18 Boys NCSL","ABGC AUFC 00 Red U18 Boys NCSL","U18","Boys","Montgomery Blair HS"
"TAPK Takoma United Black 06 U12 Boys NCSL","CALV Ponce Eagles 2006 U12 Boys NCSL","U12","Boys","Fairland Center"
"TAPK Takoma United Blue U15 Boys NCSL","OLNY Rangers White U15 Boys NCSL","U15","Boys","Martin Luther King, Jr. Rec Park Field #4"
"TAPK Takoma Wave U16 Girls NCSL","WBSC Strikers 02G White U16 Girls NCSL","U16","Girls","Montgomery Blair HS"
"TAPK Takoma United U12 Girls NCSL","DCST White Metros U12 Girls NCSL","U12","Girls","Fairland Center"
"TAPK Takoma Friends United U15 Boys NCSL","TSC Gunners U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Titans U15 Boys NCSL","TAPK Takoma United Blue U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Wave U16 Girls NCSL","CHAN Spirit 02 Academy U16 Girls NCSL","U16","Girls","Montgomery Blair HS"
"TAPK Takoma Dreamers Napoly U11 Boys NCSL","DAA Gators Green U11 Boys NCSL","U11","Boys","Fairland Center"
"TAPK Takoma Marvels U12 Girls NCSL","TSC Santos U12 Girls NCSL","U12","Girls","William Tyler Page ES #1"
"TAPK Takoma Pink Panthers U11 Girls NCSL","SYC Pride 07 Orange U11 Girls NCSL","U11","Girls","William Tyler Page ES #1"
"TAPK Takoma United Black 06 U12 Boys NCSL","LAUR Lions U12 Boys NCSL","U12","Boys","Fairland Center"
"TAPK Takoma Diablos U18 Boys NCSL","LOUD 00B Black U18 Boys NCSL","U18","Boys","Montgomery Blair HS"
"TAPK Takoma United Black 06 U12 Boys NCSL","CALV MD International 2006 U12 Boys NCSL","U12","Boys","William Tyler Page ES #1"
"TAPK Takoma United U12 Girls NCSL","ARL 06G Blue U12 Girls NCSL","U12","Girls","Fairland Center"
"TAPK Takoma Dreamers Napoly U11 Boys NCSL","A3 Everton U11 Boys NCSL","U11","Boys","William Tyler Page ES #1"
"TAPK Takoma Ambush U18 Boys NCSL","FPYC Chaos 00 U18 Boys NCSL","U18","Boys","Montgomery Blair HS"
"TAPK Takoma Dreamers Juventus U12 Boys NCSL","HERN Estudiantes Black U12 Boys NCSL","U12","Boys","Fairland Center"
"TAPK Takoma United Blue U15 Boys NCSL","ODFC Cesena '03 U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Wave U16 Girls NCSL","NVSC Hybrid 02G U16 Girls NCSL","U16","Girls","Martin Luther King, Jr. Rec Park Field #4"
"TAPK Takoma Storm U10 Boys NCSL","WSC Diplomats U10 Boys NCSL","U10","Boys","Fairland Center"
"TAPK Takoma Dreamers Lyons U13 Boys NCSL","CALV CSA 2005 U13 Boys NCSL","U13","Boys","Martin Luther King, Jr. Rec Park Field #4"
"TAPK Takoma Xelaju U10 Boys NCSL","WSC Brasil FC U10 Boys NCSL","U10","Boys","William Tyler Page ES #1"
"TAPK Takoma Diablos U18 Boys NCSL","SDor BFC Barca '00 Elite U18 Boys NCSL","U18","Boys","Montgomery Blair HS"
"TAPK Takoma Wave U16 Girls NCSL","CHAN Spirit 02 Academy U16 Girls NCSL","U16","Girls","Montgomery Blair HS"
"TAPK Takoma Galaxy U13 Boys NCSL","BETH Green 05 U13 Boys NCSL","U13","Boys","Martin Luther King, Jr. Rec Park Field #4"
"TAPK Takoma United Blue U15 Boys NCSL","MRM Rush Gray '03B U15 Boys NCSL","U15","Boys","Montgomery Blair HS"
"TAPK Takoma Dreamers Lyons U13 Boys NCSL","HERN FC Ciclones Black U13 Boys NCSL","U13","Boys","Martin Luther King, Jr. Rec Park Field #4"
"TAPK Takoma Revolution White U11 Boys NCSL","FWSA ES Arsenal U11 Boys NCSL","U11","Boys","William Tyler Page ES #1"
"TAPK Takoma United Black 06 U12 Boys NCSL","SMS Scorpions Premier U12 Boys NCSL","U12","Boys","Fairland Center"
"TAPK Takoma Revolution Blue U11 Boys NCSL","STAF Revolution 07B Blue U11 Boys NCSL","U11","Boys","Fairland Center"
"TAPK Takoma United U12 Girls NCSL","ASA Sharp Shooters 06 U12 Girls NCSL","U12","Girls","William Tyler Page ES #1"
"TAPK Takoma Dreamers Juventus U12 Boys NCSL","LAUR Lions U12 Boys NCSL","U12","Boys","William Tyler Page ES #1"
"TAPK Takoma Galaxy U13 Boys NCSL","PWSI Boys 2005 Pride U13 Boys NCSL","U13","Boys","Montgomery Blair HS"
"TAPK Takoma Wave U16 Girls NCSL","LOUD 02G White U16 Girls NCSL","U16","Girls","Montgomery Blair HS"
"TAPK Takoma Dreamers Lyons U13 Boys NCSL","FTSC Real Barsa (Transfer from LAUR) U13 Boys NCSL","U13","Boys","Montgomery Blair HS"
"TAPK Takoma Storm U10 Boys NCSL","ALEX 08 Boys White U10 Boys NCSL","U10","Boys","William Tyler Page ES #1"
"TAPK Takoma Xelaju U10 Boys NCSL","ALEX 08 Boys Blue U10 Boys NCSL","U10","Boys","William Tyler Page ES #1"
"TCSC Torpedoes 08B U10 Boys NCSL","TSC Celtic U10 Boys NCSL","U10","Boys","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 05 Impact Black U13 Boys NCSL","LFC Infinity U13 Boys NCSL","U13","Boys","Spring Mills High School Turf Field"
"TCSC 06 Phoenix Black U12 Girls NCSL","AUSC 06G Black U12 Girls NCSL","U12","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 08B United U10 Boys NCSL","TSC Rangers U10 Boys NCSL","U10","Boys","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 06 Blast Blue U12 Boys NCSL","FRSA ROX 06B Blue U12 Boys NCSL","U12","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 05 Spirit Black U13 Girls NCSL","WIN United 05G Orange U13 Girls NCSL","U13","Girls","Spring Mills High School Turf Field"
"TCSC 07 Triumph U11 Girls NCSL","FPYC Blue Flames 07 U11 Girls NCSL","U11","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 08 Fusion U10 Girls NCSL","VYS '08G White U10 Girls NCSL","U10","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 06 Blast Blue U12 Boys NCSL","CPSA CSC Comets 06B RED U12 Boys NCSL","U12","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 06B Blast Black U12 Boys NCSL","VIST Shenandoah FC  Elite 06 U12 Boys NCSL","U12","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 04 Fusion Black U14 Boys NCSL","VIST Mambas U14 Boys NCSL","U14","Boys","Dupont Soccer Complex Field 7 (full sided)"
"TCSC 06 Phoenix Black U12 Girls NCSL","PAC Gold 06 U12 Girls NCSL","U12","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 08B United U10 Boys NCSL","OLNY Rangers Blue U10 Boys NCSL","U10","Boys","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 06 Blast Blue U12 Boys NCSL","ASA PGSA CD Dragon 06 U12 Boys NCSL","U12","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC Torpedoes 08B U10 Boys NCSL","OLNY Rangers White U10 Boys NCSL","U10","Boys","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 07 Triumph U11 Girls NCSL","CFC 07G Red Stars U11 Girls NCSL","U11","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 05 Spirit Black U13 Girls NCSL","ALEX 05 Girls Red U13 Girls NCSL","U13","Girls","Dupont Soccer Complex Field 7 (full sided)"
"TCSC 08 Fusion U10 Girls NCSL","ABGC AUFC 08 Red (Storm) U10 Girls NCSL","U10","Girls","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 07 Force Black U11 Boys NCSL","SYC Lions 07 Orange U11 Boys NCSL","U11","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 08 Fusion U10 Girls NCSL","ARL 08G Black U10 Girls NCSL","U10","Girls","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC Torpedoes 08B U10 Boys NCSL","WSC Brasil FC U10 Boys NCSL","U10","Boys","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 05 Spirit Black U13 Girls NCSL","BAC Strikers U13 Girls NCSL","U13","Girls","Spring Mills High School Turf Field"
"TCSC 08B United U10 Boys NCSL","WSC Diplomats U10 Boys NCSL","U10","Boys","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 07 Force Black U11 Boys NCSL","LMVS Patriots 2007 Blue U11 Boys NCSL","U11","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 05 Impact Black U13 Boys NCSL","GRFL 05B Blue U13 Boys NCSL","U13","Boys","Spring Mills High School Turf Field"
"TCSC 07 Triumph U11 Girls NCSL","TAPK Takoma Pink Panthers U11 Girls NCSL","U11","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 06B Blast Black U12 Boys NCSL","HSC Revolution 06 U12 Boys NCSL","U12","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 05 Impact Black U13 Boys NCSL","BAC Fusion Blue U13 Boys NCSL","U13","Boys","Dupont Soccer Complex Field 7 (full sided)"
"TCSC 07 Force Black U11 Boys NCSL","VYS 07B White U11 Boys NCSL","U11","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 04 Fusion Black U14 Boys NCSL","PAC Elite 04 White U14 Boys NCSL","U14","Boys","Dupont Soccer Complex Field 7 (full sided)"
"TCSC 05 Spirit Black U13 Girls NCSL","VSA 05G Pre Academy Select Red U13 Girls NCSL","U13","Girls","Spring Mills High School Turf Field"
"TCSC 07 Force Black U11 Boys NCSL","VIST Falcons 07/08 U11 Boys NCSL","U11","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 05 Impact Black U13 Boys NCSL","BSC Blue Angels U13 Boys NCSL","U13","Boys","Spring Mills High School Turf Field"
"TCSC 08 Fusion U10 Girls NCSL","VIST Shenandoah FC  Elite 08 U10 Girls NCSL","U10","Girls","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 06 Phoenix Black U12 Girls NCSL","SAC United White U12 Girls NCSL","U12","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 06B Blast Black U12 Boys NCSL","SDor Barca '06 Elite U12 Boys NCSL","U12","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 04 Fusion Black U14 Boys NCSL","FSCI VISA Vasquez Academy 04 U14 Boys NCSL","U14","Boys","Spring Mills High School Turf Field"
"TCSC 05 Impact Black U13 Boys NCSL","ASC Warriors Premier 05 U13 Boys NCSL","U13","Boys","Spring Mills High School Turf Field"
"TCSC 07 Triumph U11 Girls NCSL","MCLN 2007 Girls Gold U11 Girls NCSL","U11","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 06 Blast Blue U12 Boys NCSL","BETH Green 06 U12 Boys NCSL","U12","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC Torpedoes 08B U10 Boys NCSL","TAPK Takoma Xelaju U10 Boys NCSL","U10","Boys","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 06B Blast Black U12 Boys NCSL","FWSA ES Independiente U12 Boys NCSL","U12","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 08B United U10 Boys NCSL","TAPK Takoma Storm U10 Boys NCSL","U10","Boys","Morgan Grove Park Field 1 Small Sided (u10)"
"TCSC 06 Phoenix Black U12 Girls NCSL","CFC 06G Red U12 Girls NCSL","U12","Girls","Morgan Grove Park Field 2  Small Sided (u12)"
"TCSC 07 Force Black U11 Boys NCSL","BETH Pre-Academy II 07 U11 Boys NCSL","U11","Boys","Morgan Grove Park Field 2  Small Sided (u12)"
"TSC Fusion U11 Girls NCSL","A3 Barnsley U11 Girls NCSL","U11","Girls","Hawthorn Park A"
"TSC Red Stars U15 Girls NCSL","VSA 03G Academy Select Red U15 Girls NCSL","U15","Girls","Hammond High School Turf Field"
"TSC Monaco U13 Boys NCSL","SYC Lions 05 White U13 Boys NCSL","U13","Boys","Reservoir High School Field 1 (turf)"
"TSC Real U14 Girls NCSL","HERN Deportivo Black U14 Girls NCSL","U14","Girls","Hammond High School Turf Field"
"TSC PSG U13 Boys NCSL","SAC United Blue U13 Boys NCSL","U13","Boys","Hammond High School Turf Field"
"TSC Gunners U15 Boys NCSL","WIN United 03B Orange U15 Boys NCSL","U15","Boys","Reservoir High School Field 1 (turf)"
"TSC Fusion U11 Girls NCSL","PAC Gold 07 U11 Girls NCSL","U11","Girls","Hawthorn Park A"
"TSC Santos U12 Girls NCSL","VSA 06G Pre Academy NCSL U12 Girls NCSL","U12","Girls","Hawthorn Park A"
"TSC River Plate U14 Boys NCSL","WIN United 04B Orange U14 Boys NCSL","U14","Boys","Reservoir High School Field 1 (turf)"
"TSC Benfica U11 Boys NCSL","CALV CSA 2007 Red U11 Boys NCSL","U11","Boys","Hawthorn Park A"
"TSC Monaco U13 Boys NCSL","BRYC Elite Academy U13 Black U13 Boys NCSL","U13","Boys","Reservoir High School Field 1 (turf)"
"TSC Red Stars U15 Girls NCSL","VYS Fury Black U15 Girls NCSL","U15","Girls","Reservoir High School Field 1 (turf)"
"TSC PSG U13 Boys NCSL","OLNY Rangers Blue U13 Boys NCSL","U13","Boys","Reservoir High School Field 1 (turf)"
"TSC Real U14 Girls NCSL","GRFL 04G Courage Blue U14 Girls NCSL","U14","Girls","Reservoir High School Field 1 (turf)"
"TSC Benfica U11 Boys NCSL","BSC Bulldogs U11 Boys NCSL","U11","Boys","Hawthorn Park A"
"TSC Cruz Azul U12 Boys NCSL","FPYC United Blue 06 U12 Boys NCSL","U12","Boys","Hawthorn Park A"
"TSC Celtic U10 Boys NCSL","ALEX 08 Boys Blue U10 Boys NCSL","U10","Boys","Hawthorn Park B"
"TSC Rangers U10 Boys NCSL","ALEX 08 Boys White U10 Boys NCSL","U10","Boys","Hawthorn Park A"
"TSC Santos U12 Girls NCSL","FPYC United Blue 06 U12 Girls NCSL","U12","Girls","Hawthorn Park A"
"FTSC Real Barsa (Transfer from LAUR) U13 Boys NCSL","TSC PSG U13 Boys NCSL","U13","Boys","Fairland Aquatic Center soccer field"
"TSC Cruz Azul U12 Boys NCSL","MSI Academy 06 White U12 Boys NCSL","U12","Boys","Hawthorn Park A"
"TSC River Plate U14 Boys NCSL","CSA Titans 04B U14 Boys NCSL","U14","Boys","Hammond High School Turf Field"
"TSC Cruz Azul U12 Boys NCSL","ARL 06B Black U12 Boys NCSL","U12","Boys","Hawthorn Park A"
"TSC Monaco U13 Boys NCSL","CYA 05B Black U13 Boys NCSL","U13","Boys","Reservoir High School Field 1 (turf)"
"TSC Santos U12 Girls NCSL","FCVA FCV Ashburn U12 Girls NCSL","U12","Girls","Hawthorn Park A"
"TSC Fusion U11 Girls NCSL","BAC Lightning U11 Girls NCSL","U11","Girls","Hawthorn Park A"
"TSC Real U14 Girls NCSL","ARL 04G Blue U14 Girls NCSL","U14","Girls","Reservoir High School Field 1 (turf)"
"TSC Red Stars U15 Girls NCSL","ALEX 03 Girls Red U15 Girls NCSL","U15","Girls","Glenelg High School Field 01"
"TSC Celtic U10 Boys NCSL","TAPK Takoma Xelaju U10 Boys NCSL","U10","Boys","Hawthorn Park A"
"TSC River Plate U14 Boys NCSL","CYA 04B Gold U14 Boys NCSL","U14","Boys","Reservoir High School Field 1 (turf)"
"TSC Gunners U15 Boys NCSL","REST 03 United U15 Boys NCSL","U15","Boys","Glenelg High School Field 01"
"TSC Rangers U10 Boys NCSL","TAPK Takoma Storm U10 Boys NCSL","U10","Boys","Hawthorn Park A"
"TSC PSG U13 Boys NCSL","SDor Barca '05 Elite U13 Boys NCSL","U13","Boys","Reservoir High School Field 1 (turf)"
"TSC Fusion U11 Girls NCSL","WALD SC 07 Girls Orange U11 Girls NCSL","U11","Girls","Hawthorn Park A"
"TSC Rangers U10 Boys NCSL","VYS '08B Red U10 Boys NCSL","U10","Boys","Hawthorn Park A"
"TSC Celtic U10 Boys NCSL","VYS '08B Black U10 Boys NCSL","U10","Boys","Hawthorn Park A"
"TSC PSG U13 Boys NCSL","HERN FC Ciclones Black U13 Boys NCSL","U13","Boys","Reservoir High School Field 1 (turf)"
"TSC Fusion U11 Girls NCSL","STER FC Elite Orange '07 Evergreen U11 Girls NCSL","U11","Girls","Hawthorn Park A"
"TSC Real U14 Girls NCSL","CYA 04G Gold U14 Girls NCSL","U14","Girls","Reservoir High School Field 1 (turf)"
"TSC Benfica U11 Boys NCSL","FSCI Phoenix Orange U11 boys U11 Boys NCSL","U11","Boys","Hawthorn Park A"
"TSC Red Stars U15 Girls NCSL","BAC Blue Star U15 Girls NCSL","U15","Girls","Reservoir High School Field 1 (turf)"
"TSC Cruz Azul U12 Boys NCSL","CALV CSA 2006 U12 Boys NCSL","U12","Boys","Hawthorn Park A"
"TSC Rangers U10 Boys NCSL","HERN Ajax Black U10 Boys NCSL","U10","Boys","Hawthorn Park A"
"TSC Gunners U15 Boys NCSL","CALV CSA 2003 U15 Boys NCSL","U15","Boys","Reservoir High School Field 1 (turf)"
"TSC Celtic U10 Boys NCSL","HERN Ajax Red U10 Boys NCSL","U10","Boys","Hawthorn Park A"
"TSC River Plate U14 Boys NCSL","CFC 04B Red U14 Boys NCSL","U14","Boys","Reservoir High School Field 1 (turf)"
"TSC Santos U12 Girls NCSL","CYA 06G Black U12 Girls NCSL","U12","Girls","Hawthorn Park A"
"TSC Real U14 Girls NCSL","ALEX 04  Girls Red U14 Girls NCSL","U14","Girls","Reservoir High School Field 1 (turf)"
"TSC Cruz Azul U12 Boys NCSL","ALEX 06 Boys Blue U12 Boys NCSL","U12","Boys","Hawthorn Park A"
"TSC PSG U13 Boys NCSL","ALEX 05 Boys Red U13 Boys NCSL","U13","Boys","Reservoir High School Field 1 (turf)"
"TSC Monaco U13 Boys NCSL","FSCI FSCI-VISA Vasquez Academy 05 U13 Boys NCSL","U13","Boys","Reservoir High School Field 1 (turf)"
"TSC Cruz Azul U12 Boys NCSL","SDor Barca '06 Premier U12 Boys NCSL","U12","Boys","Hawthorn Park A"
"TSC Santos U12 Girls NCSL","EPIC 06G United Black U12 Girls NCSL","U12","Girls","Hawthorn Park A"
"TSC Benfica U11 Boys NCSL","BETH Blue 07 U11 Boys NCSL","U11","Boys","Hawthorn Park A"
"TSC Celtic U10 Boys NCSL","OLNY Rangers White U10 Boys NCSL","U10","Boys","Hawthorn Park B"
"TSC Rangers U10 Boys NCSL","OLNY Rangers Blue U10 Boys NCSL","U10","Boys","Hawthorn Park A"
"TSC Benfica U11 Boys NCSL","LAUR United U11 Boys NCSL","U11","Boys","Hawthorn Park A"
"TSC Gunners U15 Boys NCSL","PWSI Boys 2003 Red U15 Boys NCSL","U15","Boys","Reservoir High School Field 1 (turf)"
"VBSC Shenandoah FC Elite 2004 U14 Boys NCSL","CSA Cobras 04B U14 Boys NCSL","U14","Boys","Shenandoah University Track and Field Complex Field"
"VBSC Vortex U16 Boys NCSL","FPYC Strikers 02 U16 Boys NCSL","U16","Boys","Bull Run Park #1"
"VBSC Shenandoah FC Elite 2004 U14 Boys NCSL","GRFL 04B Azzurri White U14 Boys NCSL","U14","Boys","Shenandoah University Track and Field Complex Field"
"VBSC Vortex U16 Boys NCSL","ALEX 02 Boys White U16 Boys NCSL","U16","Boys","Bull Run Park #1"
"VBSC Vortex U16 Boys NCSL","BRYC Elite Academy U16 Elite U16 Boys NCSL","U16","Boys","Bull Run Park #1"
"VBSC Vortex U16 Boys NCSL","ABGC United FC U16 Boys NCSL","U16","Boys","Bull Run Park #1"
"VBSC Shenandoah FC Elite 2004 U14 Boys NCSL","CHAN Force 04 U14 Boys NCSL","U14","Boys","Shenandoah University Track and Field Complex Field"
"VBSC Vortex U16 Boys NCSL","LAUR FC Strikers U16 Boys NCSL","U16","Boys","Bull Run Park #1"
"VBSC Shenandoah FC Elite 2004 U14 Boys NCSL","EPIC 04B Timbers Black U14 Boys NCSL","U14","Boys","Shenandoah University Track and Field Complex Field"
"VIST Shenandoah FC  Elite 08 U10 Boys NCSL","A3 Lions (Gold) U10 Boys NCSL","U10","Boys","Shenandoah University Aikens Field"
"VIST Freedom FC 03 U15 Girls NCSL","LMVS Patriots 2003 Blue U15 Girls NCSL","U15","Girls","Culpeper Complex #4"
"VIST Shenandoah FC Elite 09 U09 Boys NCSL","MCLN 2009 Boys Silver U09 Boys NCSL","U09","Boys","Shenandoah University Aikens Field"
"VIST Clifton Cobras U10 Boys NCSL","A3 Lions (Blue) U10 Boys NCSL","U10","Boys","Bull Run Park #3A"
"VIST Impact FC-03 U15 Girls NCSL","CHAN Spirit Red 03 U15 Girls NCSL","U15","Girls","Highland School Turf"
"VIST Shenandoah FC  Elite 06 U12 Boys NCSL","SDor Barca '06 Elite U12 Boys NCSL","U12","Boys","Shenandoah University Aikens Field"
"VIST FC Stars U09 Boys NCSL","WALD 09 Boys Orange U09 Boys NCSL","U09","Boys","Bull Run Park #3A"
"VIST Falcons 07/08 U11 Boys NCSL","LMVS Patriots 2007 Blue U11 Boys NCSL","U11","Boys","Bull Run Park #3A"
"VIST Impact FC-03 U15 Girls NCSL","SYC Pride 03 White U15 Girls NCSL","U15","Girls","Highland School Turf"
"VIST Freedom FC U17 Girls NCSL","DCST Red Metros U17 Girls NCSL","U17","Girls","Culpeper Complex #4"
"VIST FC Barcelona 06 U12 Boys NCSL","WSC Brasil FC U12 Boys NCSL","U12","Boys","Bull Run Park #3A"
"VIST Shenandoah FC  Elite 08 U10 Girls NCSL","VYS '08G White U10 Girls NCSL","U10","Girls","Shenandoah University Aikens Field"
"VIST Freedom FC U17 Girls NCSL","MCLN 2001 Girls White U17 Girls NCSL","U17","Girls","Culpeper Complex #4"
"VIST Falcons 07/08 U11 Boys NCSL","BETH Pre-Academy II 07 U11 Boys NCSL","U11","Boys","Bull Run Park #3A"
"VIST Shenandoah FC Elite 09 U09 Boys NCSL","ABGC AUFC 09 Red U09 Boys NCSL","U09","Boys","Shenandoah University Aikens Field"
"VIST Bulldogs U15 Girls NCSL","VYS Fury White U15 Girls NCSL","U15","Girls","Bull Run Park #4"
"VIST FC Stars U09 Boys NCSL","VYS 09B Silver U09 Boys NCSL","U09","Boys","Bull Run Park #3A"
"VIST Spartans U14 Boys NCSL","VYS Vipers Black U14 Boys NCSL","U14","Boys","Bull Run Park #4"
"VIST Blackwatch U19 Boys NCSL","VYS Elite Red U19 Boys NCSL","U19","Boys","Bull Run Park #1"
"VIST Spartans U14 Boys NCSL","FWSA ES Estudiantes U14 Boys NCSL","U14","Boys","Bull Run Park #3A"
"VIST Falcons 07/08 U11 Boys NCSL","LOUD 07B Silver U11 Boys NCSL","U11","Boys","Bull Run Park #3A"
"VIST Clifton Cobras U10 Boys NCSL","ASA Liverpool FCIAA MD 08B Pre-Academy U10 Boys NCSL","U10","Boys","Bull Run Park #3A"
"VIST Impact FC U18 Girls NCSL","OLNY Rage U18 Girls NCSL","U18","Girls","Kettle Run High School Practice Field"
