"Home","Away","Age.Group","Field","Gender"
"FC Frederick 2000 U18 Female CCL","Arlington 2000 U18 Female CCL","U18","Oakdale High School #Aux","Girls"
"DC Stoddert 2000 U18 Female CCL","Loudoun 2000 U18 Female CCL","U18","Maryland SoccerPlex #6","Girls"
"Fredericksburg FC 2000 U18 Female CCL","Virginia Legacy 2000 U18 Female CCL","U18","FFC Park #12","Girls"
"NVSC 2000 U18 Female CCL","Potomac 2000 U18 Female CCL","U18","Hellwig Park #7","Girls"
"McLean 2000 U18 Female CCL","Roanoke Star 2000 U18 Female CCL","U18",,"Girls"
"FC Richmond 2000 U18 Female CCL","Beach FC 2000 U18 Female CCL","U18","Huguenot Park #3","Girls"
"SOCA 2000 U18 Female CCL","SYA 2000 U18 Female CCL","U18","SOCA South Fork Soccer Park #4","Girls"
"FC Frederick 2001 U17 Male CCL","Arlington 2001 U17 Male CCL","U17","Urbana High School #Stadium","Boys"
"Ellicott City 2001 U17 Male CCL","LMVSC 2001 U17 Male CCL","U17","Troy Park #4","Boys"
"Fredericksburg FC 2001 U17 Male CCL","Virginia Legacy 2001 U17 Male CCL","U17","FFC Park #10","Boys"
"NVSC 2001 U17 Male CCL","Potomac 2001 U17 Male CCL","U17","Hellwig Park #8","Boys"
"McLean 2001 U17 Male CCL","Roanoke Star 2001 U17 Male CCL","U17","Lewinsville Park #2","Boys"
"FC Richmond 2001 U17 Male CCL","Beach FC 2001 U17 Male CCL","U17","Huguenot Park #3","Boys"
"SOCA 2001 U17 Male CCL","SYA 2001 U17 Male CCL","U17","SOCA South Fork Soccer Park #3","Boys"
"FC Frederick 2001 U17 Female CCL","Arlington 2001 U17 Female CCL","U17","Urbana High School #Stadium","Girls"
"DC Stoddert 2001 U17 Female CCL","Loudoun 2001 U17 Female CCL","U17","Maryland SoccerPlex #5","Girls"
"Ellicott City 2001 U17 Female CCL","LMVSC 2001 U17 Female CCL","U17","Troy Park #3","Girls"
"Fredericksburg FC 2001 U17 Female CCL","Virginia Legacy 2001 U17 Female CCL","U17","FFC Park #12","Girls"
"NVSC 2001 U17 Female CCL","Potomac 2001 U17 Female CCL","U17","Hellwig Park #7","Girls"
"McLean 2001 U17 Female CCL","Roanoke Star 2001 U17 Female CCL","U17","Linway","Girls"
"FC Richmond 2001 U17 Female CCL","Beach FC 2001 U17 Female CCL","U17","Huguenot Park #3","Girls"
"SOCA 2001 U17 Female CCL","SYA 2001 U17 Female CCL","U17","SOCA South Fork Soccer Park #3","Girls"
"FC Frederick 2002 U16 Male CCL","Arlington 2002 U16 Male CCL","U16","Oakdale High School #Aux","Boys"
"Ellicott City 2002 U16 Male CCL","LMVSC 2002 U16 Male CCL","U16","Troy Park #4","Boys"
"Fredericksburg FC 2002 U16 Male CCL","Virginia Legacy 2002 U16 Male CCL","U16",,"Boys"
"NVSC 2002 U16 Male CCL","Potomac 2002 U16 Male CCL","U16","Hellwig Park #8","Boys"
"McLean 2002 U16 Male CCL","Roanoke Star 2002 U16 Male CCL","U16","Linway","Boys"
"FC Richmond 2002 U16 Male CCL","Beach FC 2002 U16 Male CCL","U16","Huguenot Park #2","Boys"
"SOCA 2002 U16 Male CCL","SYA 2002 U16 Male CCL","U16","SOCA South Fork Soccer Park #2","Boys"
"FC Frederick 2002 U16 Female CCL","Arlington 2002 U16 Female CCL","U16","Urbana High School #Stadium","Girls"
"DC Stoddert 2002 U16 Female CCL","Loudoun 2002 U16 Female CCL","U16","Maryland SoccerPlex #5","Girls"
"Ellicott City 2002 U16 Female CCL","LMVSC 2002 U16 Female CCL","U16","Troy Park #3","Girls"
"Fredericksburg FC 2002 U16 Female CCL","Virginia Legacy 2002 U16 Female CCL","U16","FFC Park #12","Girls"
"NVSC 2002 U16 Female CCL","Potomac 2002 U16 Female CCL","U16","Hellwig Park #7","Girls"
"McLean 2002 U16 Female CCL","Roanoke Star 2002 U16 Female CCL","U16","Lewinsville Park #2","Girls"
"FC Richmond 2002 U16 Female CCL","Beach FC 2002 U16 Female CCL","U16","Huguenot Park #2","Girls"
"SOCA 2002 U16 Female CCL","SYA 2002 U16 Female CCL","U16","SOCA South Fork Soccer Park #3","Girls"
"FC Frederick 2003 U15 Male CCL","Arlington 2003 U15 Male CCL","U15","Oakdale High School #Aux","Boys"
"DC Stoddert 2003 U15 Male CCL","Loudoun 2003 U15 Male CCL","U15","Maryland SoccerPlex #5","Boys"
"Ellicott City 2003 U15 Male CCL","LMVSC 2003 U15 Male CCL","U15","Troy Park #3","Boys"
"Fredericksburg FC 2003 U15 Male CCL","Virginia Legacy 2003 U15 Male CCL","U15","FFC Park #10","Boys"
"NVSC 2003 U15 Male CCL","Potomac 2003 U15 Male CCL","U15","Hellwig Park #2","Boys"
"McLean 2003 U15 Male CCL","Roanoke Star 2003 U15 Male CCL","U15","Spring Hill Recreation Center #2","Boys"
"FC Richmond 2003 U15 Male CCL","Beach FC 2003 U15 Male CCL","U15","Huguenot Park #2","Boys"
"SOCA 2003 U15 Male CCL","SYA 2003 U15 Male CCL","U15","SOCA South Fork Soccer Park #4","Boys"
"FC Frederick 2003 U15 Female CCL","Arlington 2003 U15 Female CCL","U15","Urbana High School #Stadium","Girls"
"DC Stoddert 2003 U15 Female CCL","Loudoun 2003 U15 Female CCL","U15","Maryland SoccerPlex #6","Girls"
"Ellicott City 2003 U15 Female CCL","LMVSC 2003 U15 Female CCL","U15","Troy Park #3","Girls"
"Fredericksburg FC 2003 U15 Female CCL","Virginia Legacy 2003 U15 Female CCL","U15","FFC Park #13","Girls"
"NVSC 2003 U15 Female CCL","Potomac 2003 U15 Female CCL","U15","Hellwig Park #3","Girls"
"McLean 2003 U15 Female CCL","Roanoke Star 2003 U15 Female CCL","U15","Lewinsville Park #3","Girls"
"FC Richmond 2003 U15 Female CCL","Beach FC 2003 U15 Female CCL","U15","Huguenot Park #2","Girls"
"SOCA 2003 U15 Female CCL","SYA 2003 U15 Female CCL","U15","SOCA South Fork Soccer Park #3","Girls"
"FC Frederick 2004 U14 Male CCL","Arlington 2004 U14 Male CCL","U14","Urbana High School #Stadium","Boys"
"DC Stoddert 2004 U14 Male CCL","Loudoun 2004 U14 Male CCL","U14","Maryland SoccerPlex #5","Boys"
"Ellicott City 2004 U14 Male CCL","LMVSC 2004 U14 Male CCL","U14","Troy Park #3","Boys"
"Fredericksburg FC 2004 U14 Male CCL","Virginia Legacy 2004 U14 Male CCL","U14","FFC Park #13","Boys"
"NVSC 2004 U14 Male CCL","Potomac 2004 U14 Male CCL","U14","Hellwig Park #2","Boys"
"McLean 2004 U14 Male CCL","Roanoke Star 2004 U14 Male CCL","U14","Spring Hill Recreation Center #2","Boys"
"FC Richmond 2004 U14 Male CCL","Beach FC 2004 U14 Male CCL","U14","Huguenot Park #1","Boys"
"SOCA 2004 U14 Male CCL","SYA 2004 U14 Male CCL","U14","SOCA South Fork Soccer Park #2","Boys"
"FC Frederick 2004 U14 Female CCL","Arlington 2004 U14 Female CCL","U14","Oakdale High School #Aux","Girls"
"DC Stoddert 2004 U14 Female CCL","Loudoun 2004 U14 Female CCL","U14","Maryland SoccerPlex #6","Girls"
"Ellicott City 2004 U14 Female CCL","LMVSC 2004 U14 Female CCL","U14",,"Girls"
"Fredericksburg FC 2004 U14 Female CCL","Virginia Legacy 2004 U14 Female CCL","U14","FFC Park #13","Girls"
"NVSC 2004 U14 Female CCL","Potomac 2004 U14 Female CCL","U14","Hellwig Park #2","Girls"
"McLean 2004 U14 Female CCL","Roanoke Star 2004 U14 Female CCL","U14","Lewinsville Park #3","Girls"
"FC Richmond 2004 U14 Female CCL","Beach FC 2004 U14 Female CCL","U14","Huguenot Park #1","Girls"
"SOCA 2004 U14 Female CCL","SYA 2004 U14 Female CCL","U14","SOCA South Fork Soccer Park #2","Girls"
"FC Frederick 2005 U13 Male CCL","Arlington 2005 U13 Male CCL","U13","Urbana High School #Stadium","Boys"
"DC Stoddert 2005 U13 Male CCL","Loudoun 2005 U13 Male CCL","U13","Maryland SoccerPlex #6","Boys"
"Ellicott City 2005 U13 Male CCL","LMVSC 2005 U13 Male CCL","U13","Troy Park #3","Boys"
"Fredericksburg FC 2005 U13 Male CCL","Virginia Legacy 2005 U13 Male CCL","U13","FFC Park #13","Boys"
"NVSC 2005 U13 Male CCL","Potomac 2005 U13 Male CCL","U13","Hellwig Park #2","Boys"
"McLean 2005 U13 Male CCL","Roanoke Star 2005 U13 Male CCL","U13","Spring Hill Recreation Center #2","Boys"
"FC Richmond 2005 U13 Male CCL","Beach FC 2005 U13 Male CCL","U13","Huguenot Park #1","Boys"
"SOCA 2005 U13 Male CCL","SYA 2005 U13 Male CCL","U13","SOCA South Fork Soccer Park #2","Boys"
"FC Frederick 2005 U13 Female CCL","Arlington 2005 U13 Female CCL","U13","Urbana High School #Stad","Girls"
"DC Stoddert 2005 U13 Female CCL","Loudoun 2005 U13 Female CCL","U13","Maryland SoccerPlex #6","Girls"
"Ellicott City 2005 U13 Female CCL","LMVSC 2005 U13 Female CCL","U13","Troy Park #3","Girls"
"Fredericksburg FC 2005 U13 Female CCL","Virginia Legacy 2005 U13 Female CCL","U13","FFC Park #13","Girls"
"NVSC 2005 U13 Female CCL","Potomac 2005 U13 Female CCL","U13","Hellwig Park #2","Girls"
"McLean 2005 U13 Female CCL","Roanoke Star 2005 U13 Female CCL","U13","Spring Hill Recreation Center #2","Girls"
"FC Richmond 2005 U13 Female CCL","Beach FC 2005 U13 Female CCL","U13","Huguenot Park #1","Girls"
"SOCA 2005 U13 Female CCL","SYA 2005 U13 Female CCL","U13","SOCA South Fork Soccer Park #2","Girls"
"FC Frederick 2006 U12 Male CCL","Arlington 2006 U12 Male CCL","U12","Urbana High School #Aux","Boys"
"DC Stoddert 2006 U12 Male CCL","Loudoun 2006 U12 Male CCL","U12","Maryland SoccerPlex #7a","Boys"
"Ellicott City 2006 U12 Male CCL","LMVSC 2006 U12 Male CCL","U12","Glenelg Country School #1","Boys"
"Fredericksburg FC 2006 U12 Male CCL","Virginia Legacy 2006 U12 Male CCL","U12","FFC Park #15a","Boys"
"NVSC 2006 U12 Male CCL","Potomac 2006 U12 Male CCL","U12","Hellwig Park #3","Boys"
"McLean 2006 U12 Male CCL","Roanoke Star 2006 U12 Male CCL","U12","Spring Hill Recreation Center #3","Boys"
"FC Richmond 2006 U12 Male CCL","Beach FC 2006 U12 Male CCL","U12","Greenfield Elementary School #1","Boys"
"SOCA 2006 U12 Male CCL","SYA 2006 U12 Male CCL","U12","SOCA South Fork Soccer Park #5","Boys"
"FC Frederick 2006 U12 Female CCL","Arlington 2006 U12 Female CCL","U12","Urbana High School #Aux","Girls"
"DC Stoddert 2006 U12 Female CCL","Loudoun 2006 U12 Female CCL","U12","Maryland SoccerPlex #7b","Girls"
"Ellicott City 2006 U12 Female CCL","LMVSC 2006 U12 Female CCL","U12","Glenelg Country School #1","Girls"
"Fredericksburg FC 2006 U12 Female CCL","Virginia Legacy 2006 U12 Female CCL","U12","FFC Park #15b","Girls"
"NVSC 2006 U12 Female CCL","Potomac 2006 U12 Female CCL","U12","Hellwig Park #3","Girls"
"McLean 2006 U12 Female CCL","Roanoke Star 2006 U12 Female CCL","U12","Spring Hill Recreation Center #3","Girls"
"FC Richmond 2006 U12 Female CCL","Beach FC 2006 U12 Female CCL","U12","Greenfield Elementary School #1","Girls"
"SOCA 2006 U12 Female CCL","SYA 2006 U12 Female CCL","U12","SOCA South Fork Soccer Park #5","Girls"
"FC Frederick 2007 U11 Male CCL","Arlington 2007 U11 Male CCL","U11","Urbana High School #Aux","Boys"
"DC Stoddert 2007 U11 Male CCL","Loudoun 2007 U11 Male CCL","U11","Maryland SoccerPlex #7a","Boys"
"Ellicott City 2007 U11 Male CCL","LMVSC 2007 U11 Male CCL","U11","Glenelg Country School #1","Boys"
"Fredericksburg FC 2007 U11 Male CCL","Virginia Legacy 2007 U11 Male CCL","U11","FFC Park #14a","Boys"
"NVSC 2007 U11 Male CCL","Potomac 2007 U11 Male CCL","U11","Hellwig Park #3","Boys"
"McLean 2007 U11 Male CCL","Roanoke Star 2007 U11 Male CCL","U11","Spring Hill Recreation Center #3","Boys"
"FC Richmond 2007 U11 Male CCL","Beach FC 2007 U11 Male CCL","U11","Greenfield Elementary School #1","Boys"
"SOCA 2007 U11 Male CCL","SYA 2007 U11 Male CCL","U11","SOCA South Fork Soccer Park #5","Boys"
"FC Frederick 2007 U11 Female CCL","Arlington 2007 U11 Female CCL","U11","Urbana High School #Aux","Girls"
"DC Stoddert 2007 U11 Female CCL","Loudoun 2007 U11 Female CCL","U11","Maryland SoccerPlex #7b","Girls"
"Ellicott City 2007 U11 Female CCL","LMVSC 2007 U11 Female CCL","U11",,"Girls"
"Fredericksburg FC 2007 U11 Female CCL","Virginia Legacy 2007 U11 Female CCL","U11","FFC Park #14b","Girls"
"NVSC 2007 U11 Female CCL","Potomac 2007 U11 Female CCL","U11","Hellwig Park #3","Girls"
"McLean 2007 U11 Female CCL","Roanoke Star 2007 U11 Female CCL","U11","Spring Hill Recreation Center #3","Girls"
"FC Richmond 2007 U11 Female CCL","Beach FC 2007 U11 Female CCL","U11","Greenfield Elementary School #1","Girls"
"SOCA 2007 U11 Female CCL","SYA 2007 U11 Female CCL","U11","SOCA South Fork Soccer Park #5","Girls"
"DC Stoddert 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Maryland SoccerPlex #13a","Boys"
"Arlington 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Williamsburg Middle School #1a","Boys"
"FCSC United 2008 U10 Male CCL","SYC 2008 U10 Male CCL","U10",,"Boys"
"FCSC United 2008 U10 Male CCL","Fredericksburg FC 2008 U10 Male CCL","U10",,"Boys"
"Potomac 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Muldoon’s Farm #6a","Boys"
"Potomac 2008 U10 Male CCL","Ellicott City 2008 U10 Male CCL","U10","Muldoon’s Farm","Boys"
"LMVSC 2008 U10 Male CCL","NVSC 2008 U10 Male CCL","U10",,"Boys"
"DC Stoddert 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Maryland SoccerPlex #13b","Girls"
"Arlington 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Williamsburg Middle School #1b","Girls"
"FCSC United 2008 U10 Female CCL","SYC 2008 U10 Female CCL","U10",,"Girls"
"FCSC United 2008 U10 Female CCL","Fredericksburg FC 2008 U10 Female CCL","U10",,"Girls"
"Potomac 2008 U10 Female CCL","SYA 2008 U10 Female CCL","U10","Muldoon’s Farm #6a","Girls"
"LMVSC 2008 U10 Female CCL","NVSC 2008 U10 Female CCL","U10",,"Girls"
"Potomac 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Muldoon’s Farm #6b","Boys"
"Potomac 2008 U10 Female CCL","SYA 2008 U10 Female CCL","U10","Muldoon’s Farm #6a","Girls"
"Potomac 2008 U10 Male CCL","SYA 2008 U10 Male CCL","U10","Muldoon’s Farm #6b","Boys"
"Arlington 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Williamsburg Middle School #1a","Boys"
"Arlington 2008 U10 Male CCL","McLean 2008 U10 Male CCL","U10","Williamsburg Middle School #2b","Boys"
"Arlington 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Williamsburg Middle School #1b","Girls"
"Arlington 2008 U10 Female CCL","McLean 2008 U10 Female CCL","U10","Williamsburg Middle School #1a","Girls"
"DC Stoddert 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Maryland SoccerPlex #13a","Boys"
"DC Stoddert 2008 U10 Male CCL","Loudoun 2008 U10 Male CCL","U10","Jelleff #1","Boys"
"DC Stoddert 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Maryland SoccerPlex #13b","Girls"
"DC Stoddert 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Maryland SoccerPlex #13b","Girls"
"DC Stoddert 2008 U10 Female CCL","Loudoun 2008 U10 Female CCL","U10","Jelleff #1","Girls"
"SYA 2008 U10 Male CCL","Ellicott City 2008 U10 Male CCL","U10","Muldoon’s Farm #6a","Boys"
"SYA 2008 U10 Female CCL","Ellicott City 2008 U10 Female CCL","U10","Muldoon’s Farm #6b","Girls"
"DC Stoddert 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Maryland SoccerPlex #13a","Boys"
"Arlington 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Williamsburg Middle School #2a","Boys"
"FCSC United 2009 U09 Male CCL","SYC 2009 U09 Male CCL","U09",,"Boys"
"Potomac 2009 U09 Male CCL","SYA 2009 U09 Male CCL","U09","Muldoon’s Farm #6a","Boys"
"Potomac 2009 U09 Male CCL","Ellicott City 2009 U09 Male CCL","U09","Muldoon’s Farm #6a","Boys"
"LMVSC 2009 U09 Male CCL","NVSC 2009 U09 Male CCL","U09",,"Boys"
"DC Stoddert 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Maryland SoccerPlex #13b","Girls"
"Arlington 2009 U09 Female CCL","McLean 2009 U09 Female CCL","U09","Williamsburg Middle School #1b","Girls"
"FCSC United 2009 U09 Female CCL","SYC 2009 U09 Female CCL","U09",,"Girls"
"Potomac 2009 U09 Female CCL","SYA 2009 U09 Female CCL","U09","Muldoon’s Farm #6b","Girls"
"LMVSC 2009 U09 Female CCL","NVSC 2009 U09 Female CCL","U09",,"Girls"
"Potomac 2009 U09 Male CCL","SYA 2009 U09 Male CCL","U09","Muldoon’s Farm #6a","Boys"
"Potomac 2009 U09 Female CCL","SYA 2009 U09 Female CCL","U09","Muldoon’s Farm #6b","Girls"
"Arlington 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Williamsburg Middle School #2a","Boys"
"Arlington 2009 U09 Male CCL","McLean 2009 U09 Male CCL","U09","Williamsburg Middle School #2b","Boys"
"Arlington 2009 U09 Female CCL","McLean 2009 U09 Female CCL","U09","Williamsburg Middle School #1b","Girls"
"Arlington 2009 U09 Female CCL","McLean 2009 U09 Female CCL","U09","Williamsburg Middle School #1a","Girls"
"DC Stoddert 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Maryland SoccerPlex #13a","Boys"
"DC Stoddert 2009 U09 Male CCL","Loudoun 2009 U09 Male CCL","U09","Jelleff #1","Boys"
"DC Stoddert 2009 U09 Female CCL","Loudoun 2009 U09 Female CCL","U09","Maryland SoccerPlex #13b","Girls"
"SYA 2009 U09 Male CCL","Ellicott City 2009 U09 Male CCL","U09","Muldoon’s Farm #6b","Boys"
"SYA 1999 U19 Male CCL","Beach FC 1999 U19 Male CCL","U19","Centreville High School #Practice - Turf","Boys"
"Roanoke Star 1999 U19 Male CCL","Fredericksburg FC 1999 U19 Male CCL","U19","Countryside #Carilion","Boys"
"SOCA 1999 U19 Male CCL","FC Richmond 1999 U19 Male CCL","U19","SOCA South Fork Soccer Park #4","Boys"
"Virginia Legacy 1999 U19 Male CCL","McLean 1999 U19 Male CCL","U19","Warhill Sports Complex #Turf 4","Boys"
"NVSC 1999 U19 Male CCL","Arlington 1999 U19 Male CCL","U19","Hellwig Park #8","Boys"
"SYA 1999 U19 Female CCL","Beach FC 1999 U19 Female CCL","U19",,"Girls"
"Roanoke Star 1999 U19 Female CCL","Fredericksburg FC 1999 U19 Female CCL","U19","Countryside #Carilion","Girls"
"SOCA 1999 U19 Female CCL","FC Richmond 1999 U19 Female CCL","U19",,"Girls"
"Virginia Legacy 1999 U19 Female CCL","McLean 1999 U19 Female CCL","U19","Warhill Sports Complex #Turf 5","Girls"
"NVSC 1999 U19 Female CCL","Arlington 1999 U19 Female CCL","U19","Hellwig Park #7","Girls"
"SOCA 1999 U19 Female CCL","Beach FC 1999 U19 Female CCL","U19","SOCA South Fork Soccer Park #4","Girls"
"SYA 2000 U18 Male CCL","Beach FC 2000 U18 Male CCL","U18","Centerville High School #Stadium","Boys"
"Roanoke Star 2000 U18 Male CCL","Fredericksburg FC 2000 U18 Male CCL","U18",,"Boys"
"SOCA 2000 U18 Male CCL","FC Richmond 2000 U18 Male CCL","U18",,"Boys"
"Virginia Legacy 2000 U18 Male CCL","McLean 2000 U18 Male CCL","U18","Warhill Sports Complex #Turf 5","Boys"
"NVSC 2000 U18 Male CCL","Arlington 2000 U18 Male CCL","U18","Hellwig Park #8","Boys"
"SYA 2000 U18 Female CCL","Beach FC 2000 U18 Female CCL","U18","Centerville High School #Practice - Turf","Girls"
"Roanoke Star 2000 U18 Female CCL","Fredericksburg FC 2000 U18 Female CCL","U18","Countryside #Carilion","Girls"
"SOCA 2000 U18 Female CCL","FC Richmond 2000 U18 Female CCL","U18","SOCA South Fork Soccer Park #3","Girls"
"Virginia Legacy 2000 U18 Female CCL","McLean 2000 U18 Female CCL","U18","Warhill Sports Complex #Turf 5","Girls"
"NVSC 2000 U18 Female CCL","Arlington 2000 U18 Female CCL","U18","Hellwig Park #7","Girls"
"SYA 2001 U17 Male CCL","Beach FC 2001 U17 Male CCL","U17","Centerville High School #Practice - Turf","Boys"
"Roanoke Star 2001 U17 Male CCL","Fredericksburg FC 2001 U17 Male CCL","U17","Countryside #Carilion","Boys"
"SOCA 2001 U17 Male CCL","FC Richmond 2001 U17 Male CCL","U17","SOCA South Fork Soccer Park #4","Boys"
"Virginia Legacy 2001 U17 Male CCL","McLean 2001 U17 Male CCL","U17","Warhill Sports Complex #Turf 5","Boys"
"NVSC 2001 U17 Male CCL","Arlington 2001 U17 Male CCL","U17","Hellwig Park #8","Boys"
"SYA 2001 U17 Female CCL","Beach FC 2001 U17 Female CCL","U17","Centerville High School #Practice - Turf","Girls"
"Roanoke Star 2001 U17 Female CCL","Fredericksburg FC 2001 U17 Female CCL","U17","Countryside #McLeod","Girls"
"SOCA 2001 U17 Female CCL","FC Richmond 2001 U17 Female CCL","U17","SOCA South Fork Soccer Park #4","Girls"
"Virginia Legacy 2001 U17 Female CCL","McLean 2001 U17 Female CCL","U17","Warhill Sports Complex #Turf 4","Girls"
"NVSC 2001 U17 Female CCL","Arlington 2001 U17 Female CCL","U17","Hellwig Park #7","Girls"
"SYA 2002 U16 Male CCL","Beach FC 2002 U16 Male CCL","U16","SYA Sports Park #4","Boys"
"Roanoke Star 2002 U16 Male CCL","Fredericksburg FC 2002 U16 Male CCL","U16","Countryside #Advance Auto","Boys"
"SOCA 2002 U16 Male CCL","FC Richmond 2002 U16 Male CCL","U16","SOCA South Fork Soccer Park #3","Boys"
"Virginia Legacy 2002 U16 Male CCL","McLean 2002 U16 Male CCL","U16","Warhill Sports Complex #Turf 5","Boys"
"NVSC 2002 U16 Male CCL","Arlington 2002 U16 Male CCL","U16","Hellwig Park #7","Boys"
"SYA 2002 U16 Female CCL","Beach FC 2002 U16 Female CCL","U16","SYA Sports Park #4","Girls"
"Roanoke Star 2002 U16 Female CCL","Fredericksburg FC 2002 U16 Female CCL","U16","Countryside #Carilion","Girls"
"SOCA 2002 U16 Female CCL","FC Richmond 2002 U16 Female CCL","U16","SOCA South Fork Soccer Park #3","Girls"
"Virginia Legacy 2002 U16 Female CCL","McLean 2002 U16 Female CCL","U16","Warhill Sports Complex #Turf 4","Girls"
"NVSC 2002 U16 Female CCL","Arlington 2002 U16 Female CCL","U16","Hellwig Park #8","Girls"
"Arlington 2003 U15 Male CCL","Ellicott City 2003 U15 Male CCL","U15","Long Bridge Park #3","Boys"
"LMVSC 2003 U15 Male CCL","FC Frederick 2003 U15 Male CCL","U15","Edison High School (EHS) #Lower Full","Boys"
"DC Stoddert 2003 U15 Male CCL","NVSC 2003 U15 Male CCL","U15","Maryland SoccerPlex #4","Boys"
"Potomac 2003 U15 Male CCL","Loudoun 2003 U15 Male CCL","U15","Maryland SoccerPlex #6","Boys"
"SYA 2003 U15 Male CCL","Beach FC 2003 U15 Male CCL","U15","SYA Sports Park #4","Boys"
"Roanoke Star 2003 U15 Male CCL","Fredericksburg FC 2003 U15 Male CCL","U15","Countryside #Advance Auto","Boys"
"SOCA 2003 U15 Male CCL","FC Richmond 2003 U15 Male CCL","U15","SOCA South Fork Soccer Park #3","Boys"
"Virginia Legacy 2003 U15 Male CCL","McLean 2003 U15 Male CCL","U15","Warhill Sports Complex #Turf 4","Boys"
"Arlington 2003 U15 Female CCL","Ellicott City 2003 U15 Female CCL","U15","Long Bridge Park #4","Girls"
"LMVSC 2003 U15 Female CCL","FC Frederick 2003 U15 Female CCL","U15","Edison High School (EHS) #Lower Full","Girls"
"DC Stoddert 2003 U15 Female CCL","NVSC 2003 U15 Female CCL","U15","Maryland SoccerPlex #4","Girls"
"Potomac 2003 U15 Female CCL","Loudoun 2003 U15 Female CCL","U15","Maryland SoccerPlex #6","Girls"
"SYA 2003 U15 Female CCL","Beach FC 2003 U15 Female CCL","U15","SYA Sports Park #4","Girls"
