Home,Away
FC EUROPA 05G ELITE U13 Girls EDP,WARRINGTON 2005 UNITED U13 Girls EDP
NIRVANA 360 COURAGE U14 Girls EDP,SPORTFRIENDS SC BANSHEES U14 Girls EDP
TSF ACADEMY 2004G U14 Girls EDP,WESTFIELD SA UNION COUNTY FC PREMIER DERBY U14 Girls EDP
PRINCETON SA PREMIER ELITE 04 NORTH U14 Girls EDP,WATCHUNG HILLS NJ ELITE 2004G RISING STARS U14 Girls EDP
VILLAGE OF THE BRANCH G04 UNITED U14 Girls EDP,CT RUSH ELITE 04 GIRLS U14 Girls EDP
MONMOUTH COAST FC SHOREBREAKERS U14 Girls EDP,PISCATAWAY SC LIGHTNING U14 Girls EDP
LAKEHURST MANCHESTER SA BLUE STORM U14 Girls EDP,WEST MORRIS SC PREMIER 04G U14 Girls EDP
NIRVANA 360 COURAGE U14 Girls EDP,CEDAR STARS ACADEMY HUDSON VALLEY 2004 U14 Girls EDP
MONTCLAIR UNITED 2004 GIRLS U14 Girls EDP,LAKEHURST MANCHESTER SA BLUE STORM U14 Girls EDP
SPORTFRIENDS SC BANSHEES U14 Girls EDP,WEST MORRIS SC PREMIER 04G U14 Girls EDP
NIRVANA 360 COURAGE U14 Girls EDP,BLACK ROCK FC 2004 GIRLS U14 Girls EDP
MAINLAND UNITED SA AMBUSH U15 Girls EDP,DELRAN STARS U15 Girls EDP
MAROONS-MCCLUSKEY 03/04 U15 Girls EDP,FCUSA NEW JERSEY 2003/04 GIRLS U15 Girls EDP
SFL MORGAN U15 Girls EDP,SCOTCH PLAINS FANWOOD SA SPF HEATH U15 Girls EDP
TSF ACADEMY 2001G U16 Girls EDP,FC BERNA LEGACY 02G BLACK U16 Girls EDP
HARRISON SC EXTREME U16 Girls EDP,MAPLE SHADE SADS U16 Girls EDP
MONROE TOWNSHIP YS UNITED 02 U16 Girls EDP,HARRISON SC EXTREME U16 Girls EDP
HMMS EAGLE FC VILLA '99 U19 Girls EDP,PHILADELPHIA UKRAINIAN NATIONALS VORSKLA BLACK U19 Girls EDP
RICHMOND STRIKERS 07 ELITE U11 Boys VA NPL,FC VIRGINIA ELITE 07 U11 Boys VA NPL
PWSI COURAGE 07B NPL U11 Boys VA NPL,CHANTILLY YOUTH SOCCER CYA 07B PURPLE U11 Boys VA NPL
FC VIRGINIA UNITED ELITE 06B U12 Boys VA NPL,VIRGINIA VSA 06B PRE ACADEMY NPL U12 Boys VA NPL
PWSI COURAGE 06B NPL U12 Boys VA NPL,CHANTILLY YOUTH 06 B PURPLE U12 Boys VA NPL
TIDEWATER SHARKS 2005 UNITED U13 Boys VA NPL,ANNANDALE UNITED FC 05 U13 Boys VA NPL
TIDEWATER SHARKS 2005 UNITED U13 Boys VA NPL,GREAT FALLS 05 UNITED BLUE U13 Boys VA NPL
TIDEWATER SHARKS 2004 UNITED U14 Boys VA NPL,AUFC ANNANDALE UNITED FC 04 U14 Boys VA NPL
TIDEWATER SHARKS 2004 UNITED U14 Boys VA NPL,GREAT FALLS 04B BLUE U14 Boys VA NPL
GSC SPIRIT NPL 07 U11 Girls VA NPL,AUFC ANNANDALE UNITED FC 07G U11 Girls VA NPL
RICHMOND KICKERS U11 G ELITE RED '07 U11 Girls VA NPL,VIRGINIA VSA 07G PRE ACADEMY NPL U11 Girls VA NPL
FC VIRGINIA UNITED ELITE 06 U12 Girls VA NPL,VIRGINIA VSA 06G PRE ACADEMY NPL U12 Girls VA NPL
GSC SPIRIT NPL 06 U12 Girls VA NPL,ANNANDALE UNITED FC AUFC 06 G U12 Girls VA NPL
RICHMOND KICKERS U12G ELITE RED '06 U12 Girls VA NPL,VIRGINIA VSA 06G PRE ACADEMY NPL U12 Girls VA NPL
PWSI COURAGE 06G NPL U12 Girls VA NPL,CYA PURPLE 06G U12 Girls VA NPL
GSC SPIRIT NPL 05 U13 Girls VA NPL,ANNANDALE UNITED FOOTBALL 2005 AUFC REIGN U13 Girls VA NPL
RICHMOND KICKERS U13 G ELITE '05 U13 Girls VA NPL,VIRGINIA VSA 05G PRE ACADEMY NPL U13 Girls VA NPL
TIDEWATER SHARKS 2004 GIRLS U14 Girls VA NPL,AUFC ANNANDALE UNITED FC 04G U14 Girls VA NPL
TIDEWATER SHARKS 2004 GIRLS U14 Girls VA NPL,GREAT FALLS AA COURAGE NPL U14 Girls VA NPL
PWSI COURAGE 99/00G NPL U19 Girls VA NPL,VYS PHOENIX '00 U19 Girls VA NPL
Montreal Impact FC U-16/17 Boys USDA,FC Westchester Armour U-16/17 Boys USDA
Montreal Impact FC U-15 Boys USDA,FC Westchester Armour U-15 Boys USDA
Montreal Impact FC U-18/19 Boys USDA,FC Westchester Armour U-18/19 Boys USDA
Vancouver Whitecaps FC U-15 Boys USDA,Portland Timbers U-15 Boys USDA
Vancouver Whitecaps FC U-16/17 Boys USDA,Portland Timbers U-16/17 Boys USDA
Vancouver Whitecaps FC U-18/19 Boys USDA,Portland Timbers U-18/19 Boys USDA
Montreal Impact FC U-15 Boys USDA,New England Revolution U-15 Boys USDA
Montreal Impact FC U-16/17 Boys USDA,New England Revolution U-16/17 Boys USDA
Montreal Impact FC U-18/19 Boys USDA,New England Revolution U-18/19 Boys USDA
Montreal Impact FC U-15 Boys USDA,Cedar Stars Academy - Bergen U-15 Boys USDA
Montreal Impact FC U-16/17 Boys USDA,Oakwood Soccer Club U-16/17 Boys USDA
Vancouver Whitecaps FC U-15 Boys USDA,Crossfire Premier U-15 Boys USDA
Montreal Impact FC U-15 Boys USDA,Oakwood Soccer Club U-15 Boys USDA
Montreal Impact FC U-18/19 Boys USDA,Oakwood Soccer Club U-18/19 Boys USDA
San Francisco Glens Evolution U-12 Boys USDA,Silicon Valley Soccer Academy U-12 Boys USDA
Vancouver Whitecaps FC U-16/17 Boys USDA,Crossfire Premier U-16/17 Boys USDA
San Francisco Glens Evolution U-12 Boys USDA,Silicon Valley Soccer Academy U-12 Boys USDA
Vancouver Whitecaps FC U-18/19 Boys USDA,Crossfire Premier U-18/19 Boys USDA
Montreal Impact FC U-15 Boys USDA,Beachside Soccer Club CT U-15 Boys USDA
Montreal Impact FC U-16/17 Boys USDA,Beachside Soccer Club CT U-16/17 Boys USDA
Montreal Impact FC U-18/19 Boys USDA,Beachside Soccer Club CT U-18/19 Boys USDA
Montreal Impact FC U-15 Boys USDA,New York City FC U-15 Boys USDA
Vancouver Whitecaps FC U-15 Boys USDA,Silicon Valley Soccer Academy U-15 Boys USDA
Montreal Impact FC U-16/17 Boys USDA,New York City FC U-16/17 Boys USDA
Vancouver Whitecaps FC U-16/17 Boys USDA,Silicon Valley Soccer Academy U-16/17 Boys USDA
Montreal Impact FC U-18/19 Boys USDA,New York City FC U-18/19 Boys USDA
Vancouver Whitecaps FC U-18/19 Boys USDA,Silicon Valley Soccer Academy U-18/19 Boys USDA
Vancouver Whitecaps FC U-15 Boys USDA,San Jose Earthquakes U-15 Boys USDA
Vancouver Whitecaps FC U-16/17 Boys USDA,San Jose Earthquakes U-16/17 Boys USDA
Vancouver Whitecaps FC U-18/19 Boys USDA,San Jose Earthquakes U-18/19 Boys USDA
Montreal Impact FC U-15 Boys USDA,BW Gottschee Academy U-15 Boys USDA
Montreal Impact FC U-16/17 Boys USDA,BW Gottschee Academy U-16/17 Boys USDA
Montreal Impact FC U-18/19 Boys USDA,BW Gottschee Academy U-18/19 Boys USDA
Vancouver Whitecaps FC U-15 Boys USDA,Real So Cal U-15 Boys USDA
San Francisco Glens Evolution U-12 Boys USDA,De Anza Force U-12 Boys USDA
Vancouver Whitecaps FC U-16/17 Boys USDA,Real So Cal U-16/17 Boys USDA
San Francisco Glens Evolution U-12 Boys USDA,De Anza Force U-12 Boys USDA
Vancouver Whitecaps FC U-18/19 Boys USDA,Real So Cal U-18/19 Boys USDA
Vancouver Whitecaps FC U-15 Boys USDA,Arsenal FC U-15 Boys USDA
Vancouver Whitecaps FC U-16/17 Boys USDA,Arsenal FC U-16/17 Boys USDA
Vancouver Whitecaps FC U-18/19 Boys USDA,Arsenal FC U-18/19 Boys USDA
San Francisco Glens Evolution U-12 Boys USDA,EBU Bay Oaks U-12 Boys USDA
San Francisco Glens Evolution U-12 Boys USDA,EBU Bay Oaks U-12 Boys USDA
Montreal Impact FC U-18/19 Boys USDA,Sporting Kansas City U-18/19 Boys USDA
Vancouver Whitecaps FC U-16/17 Boys USDA,Weston FC U-16/17 Boys USDA
Montreal Impact FC U-16/17 Boys USDA,Real Salt Lake U-16/17 Boys USDA
Toronto FC Academy U-18/19 Boys USDA,Colorado Rapids U-18/19 Boys USDA
Vancouver Whitecaps FC U-18/19 Boys USDA,New York Red Bulls U-18/19 Boys USDA
Toronto FC Academy U-16/17 Boys USDA,Orlando City SC U-16/17 Boys USDA
Vancouver Whitecaps FC U-16/17 Boys USDA,New York Red Bulls U-16/17 Boys USDA
Montreal Impact FC U-16/17 Boys USDA,San Diego Surf U-16/17 Boys USDA
