"GMDATE","GMTIME","GAMECODE","HOME_TEAMCODE","HOME_TEAM","FINAL1","FINAL2","AWAY_TEAMCODE","AWAY_TEAM","FIELD","DIVISION","LEAGUE"
"09/10/2017","10:00 AM","2351","OD02138B","ALEX 03 Boys Blue",2,7,"OD02144B","RWFC VA Allstars FC","Hammond Middle School Turf Field","U15-16 Division B1","ODSL"
"09/10/2017","12:00 PM","1651","OD0400B","ALEX 05 Boys Black",1,11,"OD0590B","MSC Lions 05","Hammond Middle School Turf Field","U13 Division B1","ODSL"
"09/10/2017","12:00 PM","701","OD0601B","ALEX 07 Boys Black",3,0,"OD0730B","ABGC United FC Red 07B","Ben Brenman Park Field 1B","U11 Division B1","ODSL"
"09/10/2017","01:30 PM","1251","OD0500B","ALEX 06 Boys Black",1,4,"OD0604B","BRYC Blaze","Ben Brenman Park Field 1B","U12 Division B2","ODSL"
"09/10/2017","03:00 PM","52","OD0901B","ALEX 09 Boys Black",1,1,"OD0903B","BRYC Dragons","Ben Brenman Park Field 1B","U09 Boys Div Jefferson","ODSL"
"09/10/2017","04:30 PM","303","OD0800B","ALEX 08 Boys Black",4,11,"OD0822B","MSC Lions 08 Gold","Ben Brenman Park Field 1B","U10 Division B1","ODSL"
"09/10/2017","06:00 PM","505","OD0835G","ALEX 08 Girls Blue",0,8,"OD0836G","BRYC Spirit","Ben Brenman Park Field 1B","U10 Division G1","ODSL"
"09/16/2017",NA,"1666","OD0400B","ALEX 05 Boys Black",3,5,"OD0575B","DFC Scorpions",NA,"U13 Division B1","ODSL"
"09/17/2017","10:30 AM","106","OD0909B","ALEX 09 Boys Silver",0,9,"OD0910B","ARL 09B Silver","Ben Brenman Park Field 1B","U09 Boys Div Monroe","ODSL"
"09/17/2017","12:00 PM","1656","OD0400B","ALEX 05 Boys Black",3,9,"OD0511B","BRYC United","Hammond Middle School Turf Field","U13 Division B1","ODSL"
"09/17/2017","12:00 PM","206","OD0913G","ALEX 09 Girls Blue",2,3,"OD0916G","BRYC Lightning Bolts","Ben Brenman Park Field 1B","U09 Girls Div Calypso","ODSL"
"09/17/2017","01:30 PM","356","OD0801B","ALEX 08 Boys Silver",0,6,"OD0817B","WIN 08B Orange","Ben Brenman Park Field 1B","U10 Division B2","ODSL"
"09/24/2017","10:30 AM","1907","OD0401G","ALEX 05 Girls Blue",1,3,"OD0581G","LOUD 05G Gray","Hammond Middle School Turf Field","U13 Division G1","ODSL"
"09/24/2017","10:30 AM","62","OD0901B","ALEX 09 Boys Black",12,2,"OD0904B","CFC 09B White","Ben Brenman Park Field 1B","U09 Boys Div Jefferson","ODSL"
"09/24/2017","12:00 PM","2357","OD02138B","ALEX 03 Boys Blue",0,9,"OD02143B","RWFC BVB Dortmund","Hammond Middle School Turf Field","U15-16 Division B1","ODSL"
"09/24/2017","12:00 PM","905","OD0501G","ALEX 07 Girls Blue",0,10,"OD0621G","ARL 07G Gold","Ben Brenman Park Field 1B","U11 Division G1","ODSL"
"10/01/2017","12:00 PM","713","OD0601B","ALEX 07 Boys Black",4,1,"OD0703B","BRYC Fireballs","Ben Brenman Park Field 1B","U11 Division B1","ODSL"
"10/01/2017","01:30 PM","1263","OD0500B","ALEX 06 Boys Black",0,11,"OD0654B","LPFC 2006B","Ben Brenman Park Field 1B","U12 Division B2","ODSL"
"10/01/2017","03:00 PM","114","OD0909B","ALEX 09 Boys Silver",2,4,"OD9021B","FCVA FCV Elite","Ben Brenman Park Field 1B","U09 Boys Div Monroe","ODSL"
"10/01/2017","04:30 PM","214","OD0913G","ALEX 09 Girls Blue",1,6,"OD0917G","LOUD 09G Gray","Ben Brenman Park Field 1B","U09 Girls Div Calypso","ODSL"
"10/01/2017","06:00 PM","311","OD0800B","ALEX 08 Boys Black",4,2,"OD0811B","FRSA ROX 08B Blue","Ben Brenman Park Field 1B","U10 Division B1","ODSL"
"10/01/2017","07:30 PM","518","OD0835G","ALEX 08 Girls Blue",2,5,"OD0837G","CFC 08G White","Ben Brenman Park Field 1B","U10 Division G1","ODSL"
"10/14/2017","03:00 PM","1913","OD0401G","ALEX 05 Girls Blue",0,4,"OD0597G","TCSC Spirit Blue","Eugene Simpson Soccer Field #1 Full","U13 Division G1","ODSL"
"10/15/2017","10:00 AM","2363","OD02138B","ALEX 03 Boys Blue",0,12,"OD02142B","HCFC Harrisonburg City F.C. 02","Hammond Middle School Turf Field","U15-16 Division B1","ODSL"
"10/15/2017","10:30 AM","315","OD0800B","ALEX 08 Boys Black",3,6,"OD0807B","BRYC TigerSharks","Ben Brenman Park Field 1B","U10 Division B1","ODSL"
"10/15/2017","12:00 PM","364","OD0801B","ALEX 08 Boys Silver",0,4,"OD0812B","LOUD 08B Gray","Ben Brenman Park Field 1B","U10 Division B2","ODSL"
"10/15/2017","01:30 PM","910","OD0501G","ALEX 07 Girls Blue",2,3,"OD0709G","FRSA ROX 07G Blue","Ben Brenman Park Field 1B","U11 Division G1","ODSL"
"10/22/2017","08:00 AM","367","OD0801B","ALEX 08 Boys Silver",1,6,"OD0829B","MSC Lions 08 Black","Witter Park Field 1","U10 Division B2","ODSL"
"10/22/2017","12:00 PM","122","OD0909B","ALEX 09 Boys Silver",8,4,"OD0922B","IFC International FC 09B","Ben Brenman Park Field 1B","U09 Boys Div Monroe","ODSL"
"10/22/2017","01:30 PM","222","OD0913G","ALEX 09 Girls Blue",0,6,"OD0920G","BRYC Shooting Stars","Ben Brenman Park Field 1B","U09 Girls Div Calypso","ODSL"
"10/22/2017","04:30 PM","528","OD0835G","ALEX 08 Girls Blue",0,7,"OD0839G","GSC 08 Girls White","Ben Brenman Park Field 1B","U10 Division G1","ODSL"
"10/28/2017","01:00 PM","73","OD0901B","ALEX 09 Boys Black",3,1,"OD0906B","GSC 09 Boys White","Simpson Soccer Field 1A","U09 Boys Div Jefferson","ODSL"
"10/29/2017","10:30 AM","913","OD0501G","ALEX 07 Girls Blue",0,2,"OD0629G","ARL 07G Silver","Ben Brenman Park Field 1B","U11 Division G1","ODSL"
"10/29/2017","12:00 PM","1901","OD0401G","ALEX 05 Girls Blue",1,3,"OD0588G","CFC 05G Red","Hammond Middle School Turf Field","U13 Division G1","ODSL"
"10/29/2017","12:00 PM","725","OD0601B","ALEX 07 Boys Black",3,1,"OD0731B","CVFC Silver","Ben Brenman Park Field 1B","U11 Division B1","ODSL"
"10/29/2017","01:30 PM","1275","OD0500B","ALEX 06 Boys Black",3,8,"OD0610B","LOUD 06B Gray","Ben Brenman Park Field 1B","U12 Division B2","ODSL"
"10/29/2017","03:00 PM","127","OD0909B","ALEX 09 Boys Silver",1,2,"OD0911B","VSA 09B Jr Academy Ronaldo","Ben Brenman Park Field 1B","U09 Boys Div Monroe","ODSL"
"10/29/2017","04:30 PM","227","OD0913G","ALEX 09 Girls Blue",3,2,"OD0912G","ABGC United 09G","Ben Brenman Park Field 1B","U09 Girls Div Calypso","ODSL"
"11/04/2017","01:00 PM","82","OD0901B","ALEX 09 Boys Black",3,2,"OD0919B","RWFC Barrio Boys Elite 09","Simpson Soccer Field 1A","U09 Boys Div Jefferson","ODSL"
"11/05/2017","12:00 PM","1686","OD0400B","ALEX 05 Boys Black",5,1,"OD0526B","LOUD 05B Gray","Hammond Middle School Turf Field","U13 Division B1","ODSL"
"11/05/2017","12:00 PM","729","OD0601B","ALEX 07 Boys Black",0,4,"OD0723B","CFC 07B Red","Ben Brenman Park Field 1B","U11 Division B1","ODSL"
"11/05/2017","01:30 PM","1279","OD0500B","ALEX 06 Boys Black",3,8,"OD0644B","SCSL Trail Blazers","Ben Brenman Park Field 1B","U12 Division B2","ODSL"
"11/05/2017","03:00 PM","538","OD0835G","ALEX 08 Girls Blue",0,8,"OD0803G","ARL 08G Silver","Ben Brenman Park Field 1B","U10 Division G1","ODSL"
"11/05/2017","04:30 PM","373","OD0801B","ALEX 08 Boys Silver",1,4,"OD0804B","ARL 08B Gold","Ben Brenman Park Field 1B","U10 Division B2","ODSL"
"11/12/2017","10:00 AM","2376","OD02138B","ALEX 03 Boys Blue",0,3,"OD02145B","MSC Lions 02","Hammond Middle School Turf Field","U15-16 Division B1","ODSL"
"11/12/2017","10:30 AM","327","OD0800B","ALEX 08 Boys Black",3,1,"OD0819B","BRYC Thunder","Ben Brenman Park Field 1B","U10 Division B1","ODSL"
"11/12/2017","12:00 PM","1926","OD0401G","ALEX 05 Girls Blue",0,4,"OD0513G","CCS FC Fury","Hammond Middle School Turf Field","U13 Division G1","ODSL"
"11/12/2017","12:00 PM","918","OD0501G","ALEX 07 Girls Blue",1,2,"OD0715G","VSA 07G Pre Academy Select Red","Ben Brenman Park Field 1B","U11 Division G1","ODSL"
"09/09/2017","12:00 PM","717","OD0730B","ABGC United FC Red 07B",1,4,"OD0703B","BRYC Fireballs","Annandale High School Track Field","U11 Division B1","ODSL"
"09/09/2017","01:30 PM","1304","OD0659B","ABGC United Black 06",6,2,"OD0660B","BRYC Bulldogs","Annandale High School Track Field","U12 Division B3","ODSL"
"09/09/2017","04:30 PM","202","OD0912G","ABGC United 09G",5,2,"OD0913G","ALEX 09 Girls Blue","Annandale High School Track Field","U09 Girls Div Calypso","ODSL"
"09/09/2017","06:00 PM","310","OD0818B","ABGC AUFC 08B Red",0,6,"OD0805B","ARL 08B Silver","Annandale High School Track Field","U10 Division B1","ODSL"
"09/10/2017","02:00 PM","2401","OD03128G","ABGC United 03G",2,3,"OD03118G","CHAN Spirit 03 Blue","Ossian Hall Park Turf #1","U15-16 Division G1","ODSL"
"09/16/2017","03:00 PM","1315","OD0659B","ABGC United Black 06",6,3,"OD0661B","FSCI Vasquez Academy 06","Holmes MS #1","U12 Division B3","ODSL"
"09/16/2017","04:30 PM","212","OD0912G","ABGC United 09G",2,3,"OD0915G","ARL 09G Silver","Holmes MS #1","U09 Girls Div Calypso","ODSL"
"09/16/2017","06:00 PM","319","OD0818B","ABGC AUFC 08B Red",0,12,"OD0800B","ALEX 08 Boys Black","Holmes MS #1","U10 Division B1","ODSL"
"09/17/2017","02:00 PM","2405","OD03128G","ABGC United 03G",1,3,"OD03123G","OCRA Freedom","Ossian Hall Park Turf #1","U15-16 Division G1","ODSL"
"09/17/2017","02:30 PM","706","OD0730B","ABGC United FC Red 07B",1,5,"OD0731B","CVFC Silver","Stuart High School Auxiliary Field","U11 Division B1","ODSL"
"09/24/2017","02:30 PM","709","OD0730B","ABGC United FC Red 07B",1,9,"OD0701B","ARL 07B Silver","Stuart High School Auxiliary Field","U11 Division B1","ODSL"
"09/30/2017","08:00 AM","1323","OD0659B","ABGC United Black 06",7,1,"OD0648B","VYS O6B Silver","Holmes MS #1","U12 Division B3","ODSL"
"10/21/2017","02:00 PM","2429","OD03128G","ABGC United 03G",0,4,"OD0296G","SCSL Shenandoah Storm","Stuart High School Main Field","U15-16 Division G1","ODSL"
"10/22/2017","04:30 PM","223","OD0912G","ABGC United 09G",3,2,"OD0918G","VSA 09G Jr Academy Pugh","Stuart High School Auxiliary Field","U09 Girls Div Calypso","ODSL"
"10/28/2017","04:00 PM","2417","OD03128G","ABGC United 03G",1,2,"OD03130G","GSC 03 Girls","Stuart High School Main Field","U15-16 Division G1","ODSL"
"11/05/2017","12:00 PM","232","OD0912G","ABGC United 09G",0,8,"OD0920G","BRYC Shooting Stars","Stuart High School Auxiliary Field","U09 Girls Div Calypso","ODSL"
"11/05/2017","01:30 PM","325","OD0818B","ABGC AUFC 08B Red",0,10,"OD0807B","BRYC TigerSharks","Stuart High School Auxiliary Field","U10 Division B1","ODSL"
"11/05/2017","03:00 PM","322","OD0818B","ABGC AUFC 08B Red",1,6,"OD0811B","FRSA ROX 08B Blue","Stuart High School Auxiliary Field","U10 Division B1","ODSL"
"11/05/2017","04:30 PM","1331","OD0659B","ABGC United Black 06",5,2,"OD0566B","BRDW Boys 05","Stuart High School Auxiliary Field","U12 Division B3","ODSL"
"09/10/2017","10:30 AM","352","OD0804B","ARL 08B Gold",13,1,"OD0801B","ALEX 08 Boys Silver","Bluemont Junction","U10 Division B2","ODSL"
"09/10/2017","12:00 PM","1451","OD0638G","ARL 06G Silver",2,0,"OD0647G","TCSC Freedom","Bluemont Junction","U12 Division G1","ODSL"
"09/10/2017","12:00 PM","203","OD0915G","ARL 09G Silver",4,1,"OD0916G","BRYC Lightning Bolts","Williamsburg MS #2B","U09 Girls Div Calypso","ODSL"
"09/10/2017","01:30 PM","204","OD0914G","ARL 09G Gold",0,7,"OD0920G","BRYC Shooting Stars","Williamsburg MS #2B","U09 Girls Div Calypso","ODSL"
"09/10/2017","03:00 PM","302","OD0805B","ARL 08B Silver",1,5,"OD0819B","BRYC Thunder","Williamsburg MS #2B","U10 Division B1","ODSL"
"09/17/2017","09:00 AM","355","OD0804B","ARL 08B Gold",5,2,"OD0828B","GSC 08 Boys Black","Williamsburg MS #2B","U10 Division B2","ODSL"
"09/17/2017","10:30 AM","305","OD0805B","ARL 08B Silver",12,4,"OD0811B","FRSA ROX 08B Blue","Williamsburg MS #2B","U10 Division B1","ODSL"
"09/17/2017","12:00 PM","507","OD0803G","ARL 08G Silver",5,0,"OD0837G","CFC 08G White","Long Bridge Park Field #4A","U10 Division G1","ODSL"
"09/17/2017","12:00 PM","705","OD0701B","ARL 07B Silver",7,2,"OD0601B","ALEX 07 Boys Black","Williamsburg MS #1B","U11 Division B1","ODSL"
"09/17/2017","01:30 PM","755","OD0700B","ARL 07B Gold",7,2,"OD0708B","FRSA ROX 07B Blue","Williamsburg MS #1B","U11 Division B2","ODSL"
"09/17/2017","03:00 PM","903","OD0621G","ARL 07G Gold",6,0,"OD0709G","FRSA ROX 07G Blue","Williamsburg MS #1B","U11 Division G1","ODSL"
"09/17/2017","04:30 PM","509","OD0802G","ARL 08G Gold",12,0,"OD0835G","ALEX 08 Girls Blue","Williamsburg MS #1A","U10 Division G1","ODSL"
"09/17/2017","04:30 PM","904","OD0629G","ARL 07G Silver",13,0,"OD0501G","ALEX 07 Girls Blue","Williamsburg MS #1B","U11 Division G1","ODSL"
"09/23/2017","01:30 PM","512","OD0802G","ARL 08G Gold",0,0,"OD0836G","BRYC Spirit","Fields Park","U10 Division G1","ODSL"
"09/24/2017","10:30 AM","308","OD0805B","ARL 08B Silver",0,1,"OD0807B","BRYC TigerSharks","Bluemont Junction","U10 Division B1","ODSL"
"09/24/2017","10:30 AM","59","OD0902B","ARL 09B Gold",13,3,"OD0908B","VSA 09B Jr Academy Pogba","Williamsburg MS #2B","U09 Boys Div Jefferson","ODSL"
"09/24/2017","12:00 PM","211","OD0914G","ARL 09G Gold",0,0,"OD0913G","ALEX 09 Girls Blue","Bluemont Junction","U09 Girls Div Calypso","ODSL"
"09/24/2017","01:30 PM","109","OD0910B","ARL 09B Silver",7,2,"OD9021B","FCVA FCV Elite","Bluemont Junction","U09 Boys Div Monroe","ODSL"
"09/24/2017","03:00 PM","358","OD0804B","ARL 08B Gold",5,6,"OD0832B","CFC 08B Red","Bluemont Junction","U10 Division B2","ODSL"
"09/24/2017","04:30 PM","511","OD0803G","ARL 08G Silver",7,0,"OD0806G","BRYC Lightning","Bluemont Junction","U10 Division G1","ODSL"
"10/01/2017","10:30 AM","63","OD0902B","ARL 09B Gold",6,1,"OD0901B","ALEX 09 Boys Black","Williamsburg MS #2B","U09 Boys Div Jefferson","ODSL"
"10/01/2017","12:00 PM","1463","OD0638G","ARL 06G Silver",0,3,"OD0639G","BRYC Fireballs","Williamsburg MS #1B","U12 Division G1","ODSL"
"10/01/2017","01:30 PM","113","OD0910B","ARL 09B Silver",9,1,"OD0911B","VSA 09B Jr Academy Ronaldo","Williamsburg MS #1B","U09 Boys Div Monroe","ODSL"
"10/01/2017","03:00 PM","714","OD0701B","ARL 07B Silver",1,2,"OD0723B","CFC 07B Red","Virginia Highlands","U11 Division B1","ODSL"
"10/01/2017","04:30 PM","764","OD0700B","ARL 07B Gold",2,0,"OD0733B","LFC Schalke 07","Virginia Highlands","U11 Division B2","ODSL"
"10/01/2017","06:00 PM","907","OD0621G","ARL 07G Gold",0,1,"OD0629G","ARL 07G Silver","Virginia Highlands","U11 Division G1","ODSL"
"10/14/2017","01:30 PM","521","OD0803G","ARL 08G Silver",0,8,"OD0840G","LFC Thunder","Fields Park","U10 Division G1","ODSL"
"10/14/2017","03:00 PM","523","OD0802G","ARL 08G Gold",2,0,"OD0814G","VSA 08G Jr Academy Pugh","Fields Park","U10 Division G1","ODSL"
"10/15/2017","10:30 AM","220","OD0914G","ARL 09G Gold",1,1,"OD0912G","ABGC United 09G","Williamsburg MS #2B","U09 Girls Div Calypso","ODSL"
"10/15/2017","10:30 AM","768","OD0700B","ARL 07B Gold",8,0,"OD0651B","CFC 07B White","Bluemont Junction","U11 Division B2","ODSL"
"10/15/2017","12:00 PM","718","OD0701B","ARL 07B Silver",9,2,"OD0731B","CVFC Silver","Bluemont Junction","U11 Division B1","ODSL"
"10/15/2017","01:30 PM","909","OD0629G","ARL 07G Silver",6,1,"OD0715G","VSA 07G Pre Academy Select Red","Bluemont Junction","U11 Division G1","ODSL"
"10/15/2017","03:00 PM","118","OD0910B","ARL 09B Silver",5,0,"OD0907B","LOUD 09B Gray","Bluemont Junction","U09 Boys Div Monroe","ODSL"
"10/15/2017","04:30 PM","219","OD0915G","ARL 09G Silver",0,0,"OD0913G","ALEX 09 Girls Blue","Bluemont Junction","U09 Girls Div Calypso","ODSL"
"10/22/2017","09:00 AM","366","OD0804B","ARL 08B Gold",2,6,"OD0817B","WIN 08B Orange","Bluemont Junction","U10 Division B2","ODSL"
"10/22/2017","10:30 AM","221","OD0914G","ARL 09G Gold",5,0,"OD0916G","BRYC Lightning Bolts","Bluemont Junction","U09 Girls Div Calypso","ODSL"
"10/22/2017","02:00 PM","316","OD0805B","ARL 08B Silver",3,4,"OD0800B","ALEX 08 Boys Black","Benjamin Banneker Park","U10 Division B1","ODSL"
"10/22/2017","03:00 PM","911","OD0621G","ARL 07G Gold",3,0,"OD0715G","VSA 07G Pre Academy Select Red","Virginia Highlands","U11 Division G1","ODSL"
"10/22/2017","04:00 PM","224","OD0915G","ARL 09G Silver",1,3,"OD0917G","LOUD 09G Gray","Long Bridge Park Field #3B","U09 Girls Div Calypso","ODSL"
"10/22/2017","04:30 PM","912","OD0629G","ARL 07G Silver",6,0,"OD0709G","FRSA ROX 07G Blue","Virginia Highlands","U11 Division G1","ODSL"
"10/29/2017","12:00 PM","534","OD0802G","ARL 08G Gold",1,0,"OD0841G","PWSI Courage Girls 2008 Pride","Williamsburg MS #1B","U10 Division G1","ODSL"
"10/29/2017","12:00 PM","727","OD0701B","ARL 07B Silver",10,2,"OD0614B","VYS 07B Silver","Williamsburg MS #2B","U11 Division B1","ODSL"
"10/29/2017","01:30 PM","1475","OD0638G","ARL 06G Silver",1,0,"OD0462G","VSA 06G Pre Academy Select Red","Williamsburg MS #1B","U12 Division G1","ODSL"
"10/29/2017","01:30 PM","777","OD0700B","ARL 07B Gold",6,2,"OD0716B","WIN United 2007B Blue","Williamsburg MS #2B","U11 Division B2","ODSL"
"10/29/2017","03:00 PM","225","OD0915G","ARL 09G Silver",4,1,"OD0914G","ARL 09G Gold","Williamsburg MS #2B","U09 Girls Div Calypso","ODSL"
"10/29/2017","04:30 PM","531","OD0803G","ARL 08G Silver",0,2,"OD0814G","VSA 08G Jr Academy Pugh","Williamsburg MS #2B","U10 Division G1","ODSL"
"11/04/2017","01:30 PM","917","OD0629G","ARL 07G Silver",6,1,"OD0621G","ARL 07G Gold","Fields Park","U11 Division G1","ODSL"
"11/05/2017","10:30 AM","81","OD0902B","ARL 09B Gold",4,1,"OD0904B","CFC 09B White","Williamsburg MS #2B","U09 Boys Div Jefferson","ODSL"
"11/05/2017","12:00 PM","131","OD0910B","ARL 09B Silver",7,0,"OD0905B","CYA 09B Black","Williamsburg MS #1B","U09 Boys Div Monroe","ODSL"
"11/05/2017","03:00 PM","915","OD0621G","ARL 07G Gold",7,1,"OD0501G","ALEX 07 Girls Blue","Virginia Highlands","U11 Division G1","ODSL"
"11/05/2017","04:30 PM","1479","OD0638G","ARL 06G Silver",2,2,"OD0665G","BRYC Tornados","Virginia Highlands","U12 Division G1","ODSL"
"11/12/2017","09:00 AM","68","OD0902B","ARL 09B Gold",2,2,"OD0903B","BRYC Dragons","Williamsburg MS #2B","U09 Boys Div Jefferson","ODSL"
"11/12/2017","10:30 AM","545","OD0803G","ARL 08G Silver",2,3,"OD0802G","ARL 08G Gold","Williamsburg MS #2B","U10 Division G1","ODSL"
"09/09/2017","09:00 AM","218","OD0916G","BRYC Lightning Bolts",1,8,"OD0918G","VSA 09G Jr Academy Pugh","Pine Ridge Park Field #6A","U09 Girls Div Calypso","ODSL"
"09/09/2017","10:30 AM","306","OD0819B","BRYC Thunder",7,1,"OD0800B","ALEX 08 Boys Black","Pine Ridge Park Field #6A","U10 Division B1","ODSL"
"09/10/2017","12:00 PM","1452","OD0639G","BRYC Fireballs",1,0,"OD0665G","BRYC Tornados","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
"09/10/2017","01:00 PM","1652","OD0511B","BRYC United",3,0,"OD0587B","WIN 2005 Blue","Wakefield Rec Center Artificial Turf","U13 Division B1","ODSL"
"09/17/2017","10:30 AM","1458","OD0665G","BRYC Tornados",0,2,"OD0668G","LOUD 06G Gray","Pine Ridge Park Field #6B","U12 Division G1","ODSL"
"09/17/2017","10:30 AM","707","OD0703B","BRYC Fireballs",4,3,"OD0704B","CYA 07B Black","Pine Ridge Park Field #6A","U11 Division B1","ODSL"
"09/17/2017","12:00 PM","1256","OD0604B","BRYC Blaze",3,2,"OD0610B","LOUD 06B Gray","Pine Ridge Park Field #6A","U12 Division B2","ODSL"
"09/17/2017","12:00 PM","304","OD0807B","BRYC TigerSharks",10,0,"OD0818B","ABGC AUFC 08B Red","Pine Ridge Park Field #6B","U10 Division B1","ODSL"
"09/17/2017","01:00 PM","1904","OD0595G","BRYC Promise",0,1,"OD0588G","CFC 05G Red","Wakefield Rec Center Artificial Turf","U13 Division G1","ODSL"
"09/17/2017","01:30 PM","1455","OD0650G","BRYC Stars",2,3,"OD0638G","ARL 06G Silver","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
"09/17/2017","01:30 PM","208","OD0920G","BRYC Shooting Stars",7,1,"OD0915G","ARL 09G Silver","Pine Ridge Park Field #6B","U09 Girls Div Calypso","ODSL"
"09/17/2017","03:00 PM","1457","OD0639G","BRYC Fireballs",5,1,"OD0666G","CFC 06G White","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
"09/17/2017","03:00 PM","56","OD0903B","BRYC Dragons",2,3,"OD0902B","ARL 09B Gold","Pine Ridge Park Field #6B","U09 Boys Div Jefferson","ODSL"
"09/24/2017","10:30 AM","210","OD0920G","BRYC Shooting Stars",8,0,"OD0918G","VSA 09G Jr Academy Pugh","Pine Ridge Park Field #6B","U09 Girls Div Calypso","ODSL"
"09/24/2017","01:30 PM","1460","OD0665G","BRYC Tornados",5,0,"OD0667G","CULP CSC Comets 06G","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
"09/24/2017","03:00 PM","209","OD0916G","BRYC Lightning Bolts",0,5,"OD0917G","LOUD 09G Gray","Pine Ridge Park Field #6A","U09 Girls Div Calypso","ODSL"
"10/01/2017","10:30 AM","216","OD0920G","BRYC Shooting Stars",6,0,"OD0914G","ARL 09G Gold","Pine Ridge Park Field #6B","U09 Girls Div Calypso","ODSL"
"10/01/2017","10:30 AM","966","OD0728G","BRYC Griffins",1,1,"OD0737G","LOUD 07G Gray","Pine Ridge Park Field #6A","U11 Division G2","ODSL"
"10/01/2017","12:00 PM","1316","OD0660B","BRYC Bulldogs",12,0,"OD0566B","BRDW Boys 05","Pine Ridge Park Field #6A","U12 Division B3","ODSL"
"10/01/2017","12:00 PM","1667","OD0511B","BRYC United",6,2,"OD0526B","LOUD 05B Gray","Robinson HS Stadium","U13 Division B1","ODSL"
"10/01/2017","12:00 PM","213","OD0916G","BRYC Lightning Bolts",1,3,"OD0912G","ABGC United 09G","Pine Ridge Park Field #6B","U09 Girls Div Calypso","ODSL"
"10/01/2017","01:30 PM","1464","OD0650G","BRYC Stars",2,4,"OD0665G","BRYC Tornados","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
"10/01/2017","01:30 PM","517","OD0806G","BRYC Lightning",1,2,"OD0802G","ARL 08G Gold","Pine Ridge Park Field #6B","U10 Division G1","ODSL"
"10/01/2017","03:00 PM","519","OD0836G","BRYC Spirit",0,1,"OD0803G","ARL 08G Silver","Pine Ridge Park Field #6B","U10 Division G1","ODSL"
"10/01/2017","03:00 PM","64","OD0903B","BRYC Dragons",14,4,"OD0908B","VSA 09B Jr Academy Pogba","Pine Ridge Park Field #6A","U09 Boys Div Jefferson","ODSL"
"10/14/2017","12:00 PM","1320","OD0660B","BRYC Bulldogs",4,0,"OD0566B","BRDW Boys 05","Pine Ridge Park Field #4B","U12 Division B3","ODSL"
"10/15/2017","10:30 AM","1469","OD0665G","BRYC Tornados",5,0,"OD0666G","CFC 06G White","Pine Ridge Park Field #6B","U12 Division G1","ODSL"
"10/15/2017","10:30 AM","970","OD0728G","BRYC Griffins",6,1,"OD0741G","FRED FC Frederick �07 White","Pine Ridge Park Field #6A","U11 Division G2","ODSL"
"10/15/2017","12:00 PM","1267","OD0604B","BRYC Blaze",2,5,"OD0654B","LPFC 2006B","Pine Ridge Park Field #6A","U12 Division B2","ODSL"
"10/15/2017","12:00 PM","314","OD0819B","BRYC Thunder",10,0,"OD0818B","ABGC AUFC 08B Red","Pine Ridge Park Field #6B","U10 Division B1","ODSL"
"10/15/2017","01:00 PM","1672","OD0511B","BRYC United",4,0,"OD0484B","PAC Elite 05 Gold","Wakefield Rec Center Artificial Turf","U13 Division B1","ODSL"
"10/15/2017","01:30 PM","1468","OD0650G","BRYC Stars",2,6,"OD0668G","LOUD 06G Gray","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
"10/15/2017","01:30 PM","522","OD0806G","BRYC Lightning",6,0,"OD0835G","ALEX 08 Girls Blue","Pine Ridge Park Field #6B","U10 Division G1","ODSL"
"10/15/2017","02:30 PM","1928","OD0595G","BRYC Promise",1,1,"OD0597G","TCSC Spirit Blue","Wakefield Rec Center Artificial Turf","U13 Division G1","ODSL"
"10/15/2017","03:00 PM","524","OD0836G","BRYC Spirit",2,3,"OD0839G","GSC 08 Girls White","Pine Ridge Park Field #6B","U10 Division G1","ODSL"
"10/21/2017","05:00 PM","1259","OD0604B","BRYC Blaze",0,8,"OD0619B","GRFL 06 Force","Pine Ridge Park Field #6A","U12 Division B2","ODSL"
"10/22/2017","10:30 AM","317","OD0819B","BRYC Thunder",1,6,"OD0822B","MSC Lions 08 Gold","Pine Ridge Park Field #6B","U10 Division B1","ODSL"
"10/22/2017","10:30 AM","721","OD0703B","BRYC Fireballs",2,0,"OD0701B","ARL 07B Silver","Pine Ridge Park Field #6A","U11 Division B1","ODSL"
"10/22/2017","12:00 PM","318","OD0807B","BRYC TigerSharks",7,2,"OD0811B","FRSA ROX 08B Blue","Pine Ridge Park Field #6B","U10 Division B1","ODSL"
"10/22/2017","12:00 PM","972","OD0735G","BRYC Phoenix",1,7,"OD0728G","BRYC Griffins","Pine Ridge Park Field #6A","U11 Division G2","ODSL"
"10/22/2017","01:00 PM","1918","OD0595G","BRYC Promise",1,2,"OD0401G","ALEX 05 Girls Blue","Wakefield Rec Center Artificial Turf","U13 Division G1","ODSL"
"10/22/2017","01:30 PM","1471","OD0639G","BRYC Fireballs",5,1,"OD0650G","BRYC Stars","Pine Ridge Park Field #6A","U12 Division G1","ODSL"
